Round,BCA Energy (J),BCA Alive,LEACH Energy (J),LEACH Alive,DEEC Energy (J),DEEC Alive,SEP Energy (J),SEP Alive
245,49.125759,100,21.566585,85,32.725809,100,22.395755,90
246,49.101880,100,21.501452,85,32.665581,100,22.324254,89
247,49.078001,100,21.419043,85,32.578737,100,22.192719,89
248,49.054122,100,21.355937,85,32.516541,100,22.123043,89
249,49.030242,100,21.224498,85,32.439509,100,22.026402,89
250,49.006363,100,21.131409,85,32.374294,100,21.891383,88
251,48.982484,100,21.044219,85,32.310096,100,21.760455,88
252,48.958605,100,20.942961,84,32.235621,100,21.679224,88
253,48.934726,100,20.805775,83,32.141260,100,21.569118,88
254,48.910847,100,20.732617,83,32.070635,100,21.496545,88
255,48.886968,100,20.609537,83,32.005243,100,21.368310,87
256,48.863089,100,20.546718,83,31.824733,100,21.298453,87
257,48.839210,100,20.364381,83,31.756893,100,21.165203,87
258,48.815331,100,20.295594,83,31.680965,100,21.107690,87
259,48.791452,100,20.028136,83,31.620522,100,21.039543,87
260,48.767573,100,19.945207,83,31.542238,100,20.915257,87
261,48.743694,100,19.888203,83,31.459592,100,20.845401,87
262,48.719815,100,19.819416,83,31.403629,100,20.760658,87
263,48.695936,100,19.739801,83,31.331171,100,20.480322,86
264,48.672057,100,19.672656,83,31.261398,100,20.292972,85
265,48.648178,100,19.573042,83,31.202149,100,20.149380,84
266,48.624299,100,19.485936,83,31.132679,100,20.021437,84
267,48.600420,100,19.423118,83,31.070241,100,19.968016,83
268,48.576541,100,19.187827,83,30.996253,100,19.901166,83
269,48.552662,100,19.116516,83,30.919203,100,19.810777,83
270,48.528783,100,19.052672,83,30.858828,100,19.711081,83
271,48.504904,100,18.975996,83,30.772857,100,19.659337,83
272,48.481025,100,18.912638,83,30.708077,100,19.584370,83
273,48.457146,100,18.849280,83,30.618782,100,19.427878,81
274,48.433267,100,18.732539,82,30.552718,100,19.366958,81
275,48.409388,100,18.648836,81,30.479399,100,19.301427,81
276,48.385509,100,18.561178,80,30.420821,100,19.154646,81
277,48.361630,100,18.493793,80,30.342946,100,19.077346,81
278,48.337751,100,18.440093,80,30.168189,100,18.968240,81
279,48.313872,100,18.198230,78,30.095578,100,18.911946,81
280,48.289993,100,18.118067,78,30.019471,100,18.815426,81
281,48.266114,100,18.004183,75,29.952387,100,18.744785,81
282,48.242234,100,17.898254,75,29.889535,100,18.685911,81
283,48.218355,100,17.838210,75,29.819296,100,18.602776,81
284,48.194476,100,17.785206,75,29.756169,100,18.534630,81
285,48.170597,100,17.691098,73,29.692287,100,18.303686,80
286,48.146718,100,17.645531,73,29.623859,100,18.197895,80
287,48.122839,100,17.570336,73,29.565805,100,18.137384,80
288,48.098960,100,17.485621,73,29.489401,100,18.079563,80
289,48.075081,100,17.434110,73,29.284521,100,17.972679,79
290,48.051202,100,17.350889,73,29.158379,100,17.870087,79
291,48.027323,100,17.306651,73,28.976965,100,17.820232,79
292,48.003444,100,17.238644,73,28.869401,100,17.758071,79
293,47.979565,100,17.176038,73,28.801267,100,17.708827,78
294,47.955686,100,17.121172,73,28.618573,100,17.656031,78
295,47.931807,100,17.075604,73,28.550002,100,17.552823,78
296,47.907928,100,17.000341,73,28.449462,100,17.493265,78
297,47.884049,100,16.942720,73,28.388005,100,17.427599,78
298,47.860170,100,16.859499,73,28.327110,100,17.359583,77
299,47.836291,100,16.664306,72,28.259467,100,17.240057,77
300,47.812412,100,16.619390,72,28.159536,100,17.135656,77
301,47.788533,100,16.561371,72,28.103911,100,17.069325,77
302,47.764654,100,16.474611,72,28.027053,100,16.968946,76
303,47.740775,100,16.415995,72,27.956048,100,16.916962,76
304,47.716896,100,16.344961,72,27.889276,100,16.826716,75
305,47.693017,100,16.283768,72,27.832182,100,16.767494,75
306,47.669138,100,16.182945,72,27.749956,100,16.717893,74
307,47.645259,100,16.135641,72,27.679948,100,16.532939,74
308,47.621380,100,16.093515,71,27.613900,100,16.480793,74
309,47.597501,100,16.046952,71,27.514027,100,16.427436,73
310,47.573622,100,16.005300,71,27.446407,100,16.340289,73
311,47.549743,100,15.942559,70,27.332352,100,16.280926,73
312,47.525864,100,15.876933,70,27.260017,100,16.237898,73
313,47.501985,100,15.811522,70,27.063775,100,16.165197,73
314,47.478106,100,15.756318,70,26.988846,100,16.104857,72
315,47.454226,100,15.716124,70,26.924861,100,16.024193,72
316,47.430347,100,15.635983,70,26.770541,100,15.944482,71
317,47.406468,100,15.567672,70,26.697599,100,15.883761,71
318,47.382589,100,15.499978,70,26.638061,100,15.827293,71
319,47.358710,100,15.324880,70,26.571570,100,15.768578,71
320,47.334831,100,15.250430,69,26.494352,100,15.691640,71
321,47.310952,100,15.210570,69,26.418361,100,15.619718,71
322,47.287073,100,15.145882,69,26.357532,100,15.524736,70
323,47.263194,100,15.093330,69,26.292843,100,15.427880,70
324,47.239315,100,15.036922,69,26.206912,100,15.344151,70
325,47.215436,100,14.979396,69,26.087574,100,15.282787,70
326,47.191557,100,14.935221,69,25.980010,100,15.233115,70
327,47.167678,100,14.847963,66,25.907292,100,15.187505,70
328,47.143799,100,14.800754,66,25.835976,100,15.129125,70
329,47.119920,100,14.684391,66,25.772569,100,14.954802,70
330,47.096041,100,14.631844,66,25.680416,100,14.901540,70
331,47.072162,100,14.593517,66,25.615880,100,14.835072,69
332,47.048283,100,14.556001,66,25.537339,100,14.787791,69
333,47.024404,100,14.502193,66,25.426479,100,14.721323,69
334,47.000525,100,14.464598,66,25.324506,100,14.640633,69
335,46.976646,100,14.391862,66,25.241253,100,14.586639,69
336,46.952767,100,14.340417,66,25.176059,100,14.507792,69
337,46.928888,100,14.252675,66,25.056721,100,14.452788,69
338,46.905009,100,14.202459,66,24.996927,100,14.383235,69
339,46.881130,100,14.042608,66,24.933289,100,14.342707,69
340,46.857251,100,13.994570,66,24.855172,100,14.287082,69
341,46.833372,100,13.942058,66,24.775015,100,14.222601,69
342,46.809493,100,13.890104,66,24.711657,100,14.173404,69
343,46.785614,100,13.842894,66,24.593985,100,14.122454,69
344,46.761735,100,13.794856,66,24.434497,100,14.041764,69
345,46.737856,100,13.717827,66,24.359393,100,14.001236,69
346,46.713977,100,13.654026,66,24.146866,100,13.907796,69
347,46.690098,100,13.592863,66,24.056210,100,13.791153,68
348,46.666218,100,13.506758,65,23.983755,100,13.740815,68
349,46.642339,100,13.461395,65,23.925764,100,13.671708,68
350,46.618460,100,13.410090,65,23.858937,100,13.602601,68
351,46.594581,100,13.341277,65,23.796467,100,13.428890,68
